Job Title,Job Description,Job Location,Employer Brand Name,Salary Lower Range,Salary Upper Range,Shift Timings,Calling Hours,Accommodation Provided,English Proficiency,Additional Perks,Active,Create Date,Job Post Id,Employer Id
Counter sales man,"Good at handling and speaking with customer, should be little educated, not more education require. Just English and Hindi knowledge of reading
",BANSWARA Rajasthan,DANPUR MISHTHAN BHANDAR ,10000.00,13000.00,09:00 AM - 09:00 PM, - ,true,BEGINNER,"Free food, accommodation, breakfast, tea",false,2024-03-12 00:00:00.0,dfc52989-d8cd-4f5e-b2a0-9ad2bd2fd922,c38763e8-b279-4b17-82c8-e718045a8b8e
Continental Chef (Commi 1 / 2 / 3),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Nashik, Maharashtra",Tomato's,15000.00,20000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-12-04 00:00:00.0,dfccb9d3-7b82-49e0-9e31-65327b8c4513,ca26b17b-c37c-42a7-a817-51dd482e7a90
Bakery & Pastry Chef (Commi 1 / 2 / 3),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.","Ellisbridge, Ahmedabad",Patang Hotel,18000.00,20000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-12-04 00:00:00.0,dfee4afd-473d-44ab-bac7-0a9efeb99ef3,590493cf-0ca2-4caa-8d26-0486912ae27d
Pan-Asian Chef (DCDP / CDP),"- Prepare and cook a variety of pan-Asian cuisine dishes, including sushi, noodles, and stir-fries.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the pan-Asian kitchen section.
- Collaborate with the kitchen team for efficient service.","Hathroi, Jaipur, Rajasthan",Native Cocktail Room Jaipur,30000.00,35000.00,11:00 AM - 11:00 PM,09:00 AM - 09:00 PM,true,BEGINNER,,false,2024-06-03 06:10:20.163,e01be740-cb1c-4f1f-b6c4-fe08923c1c3a,e1827155-8ddc-400f-8bac-02ba5e81793f
Banquet Sales Executive,"- Generate sales leads and promote the company's Banquets and its offerings.
- Conduct sales presentations and negotiate contracts.
- Build and maintain customer relationships.
- Achieve sales targets and contribute to revenue growth.","Anand, Gujarat",Madhubhan Resort & Spa,25000.00,30000.00, - ,10:00 AM - 8:00 PM,true,EXPERT,,false,2023-10-31 00:00:00.0,e02c142d-f5ea-490f-a957-6307a350b5a5,2d74c628-cdcb-4a49-b6ad-3f885032471a
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Pune JM road,Teapost Apni Chai Ki Dukan,11000.00,12000.00,10:00 PM - 07:00 AM, - ,false,BEGINNER,"Incentives,PF,ESIC AND GRATUITY",false,2023-09-13 00:00:00.0,e02c3869-bf04-4f83-9023-c87b97165b2a,2fe7a7a2-ebc4-4338-8efd-a0443c34d895
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Ahmedabad,Roastea,14000.00,17000.00,11:00 AM - 10:00 PM,09:00 AM - 07:00 PM,false,BEGINNER,,false,2024-08-14 06:03:36.656,e05c1beb-1673-4da5-868f-0d9bd9cfbf75,97cf8b75-3748-4eec-bc02-6cff1b12d01a
Tandoor Chef (Commi 1 / 2 / 3),"- Prepare and cook tandoori dishes, including naan, kebabs, and grilled meats.
- Operate and maintain tandoor oven for optimal cooking.
- Maintain cleanliness and organization in the tandoor section.
- Collaborate with the kitchen team for efficient service.","Thaltej, Ahemdabad",Bhookh Lagi Hai..?,18000.00,21000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2024-03-12 00:00:00.0,e0665297-2af8-4331-b79c-922d51762c7e,c7108450-e9cf-4692-9213-86190b832b0e
South Indian Chef (Commi),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.","Ahmedabad, Gujarat",Pitchza,15000.00,25000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,,false,2024-01-07 00:00:00.0,e14cc960-51bf-4910-853b-15f72c59e28d,174767e4-32c1-40df-b17b-808435066a1c
Chinese Chef (Commi),"- Prepare and cook Chinese cuisine dishes, including stir-fries, noodles, and dim sum.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Chinese kitchen section.
- Collaborate with other chefs for coordinated service.","Jaipur, Rajasthan",Sweet And Spice,16000.00,20000.00,11:00 AM - 11:00 PM,09:00 AM - 07:00 PM,true,BEGINNER,,false,2024-08-13 07:21:42.914,e19b27a9-261b-449b-b124-bc99a5bafd84,6482dff8-38c9-43b1-a568-9f3013108d4b
Barbeque Chef,"1. **Prepare and cook BBQ dishes** using grills, smokers, and open flames.  
2. **Ensure food quality and presentation** meet restaurant standards.  
3. **Manage inventory and order supplies** for BBQ ingredients and tools.  
4. **Maintain cleanliness and safety** of cooking areas and equipment.  
5. **Collaborate with kitchen staff** to ensure smooth service and timing.","Rajkot , Gujarat",All About Barbeque,18000.00,19000.00, - , - ,true,BEGINNER,,true,2025-04-24 10:38:03.955,e19ea8d5-e87b-4d6e-8ab7-cb0e57b96728,4c5ebfdd-944b-4e82-926a-f7d485eea661
Gujarati Chef,"- Prepare and cook authentic Gujarati dishes. 
- Develop and execute Gujarati menu items. 
- Ensure the use of traditional Gujarati spices and techniques. 
- Maintain food quality and presentation standards.",Ahmedabad,Sodexo,75000.00,80000.00, - , - ,false,BEGINNER,,false,2025-01-22 12:10:19.253,e2307747-5a0a-44f6-86b0-2e7665cda479,c84186b0-55c6-4a2c-8f06-cb0afc3e518f
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Jio World Drive, Mumbai",The Nutcracker,24000.00,27000.00, - , - ,false,BEGINNER,Service Charge,false,2024-05-27 13:11:59.416,e24b7da8-5706-469a-87be-da4b1de65024,826d7e28-68cf-448e-af23-060e0c9d4e16
Pan-Asian Chef (Commi),"- Prepare and cook a variety of pan-Asian cuisine dishes, including sushi, noodles, and stir-fries.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the pan-Asian kitchen section.
- Collaborate with the kitchen team for efficient service.","Billionaire Street, Ahmedabad",Blockheads Cafe,18000.00,21000.00, - , - ,true,GOOD,PF,true,2025-03-03 10:14:33.763,e25487c2-2f70-407a-907b-6c95b8b7fa12,5f84bbff-17fe-4c54-84f0-8114e9caee52
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.","Kharadi, Pune",Good Flippin Burgers,15000.00,16000.00, - , - ,false,BEGINNER,Bonus + Incentives,false,2024-12-27 08:17:46.442,e274a60f-41b2-44f6-bc06-1f5cbf978f41,de4ce4ff-e928-4e67-98c7-65e7730aa346
Bakery & Pastry Chef (Sous Chef),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.","Mahalaxmi, Mumbai",Sage and Saffron,55000.00,60000.00, - , - ,false,GOOD,,false,2024-04-01 08:36:54.578,e28fdc3c-ab7b-403b-911f-70b80bfa0b37,e95dfd4f-746f-4f37-a9d1-65b6d6c0a581
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Mehsana Gujarat,PUNJABI CHAAP CORNER MULTI CUISINE RESTAURANT ,12000.00,13000.00,11:00 AM - 11:00 PM, - ,true,GOOD,INCENTIVE WILL BE PROVIDED AFTER JOINING OF 4 MONTHS ,false,2023-12-11 00:00:00.0,e311cd5c-3a28-4509-9805-6b2812df2b48,eec81416-bb7c-4726-b9a2-afdabca15c67
Indian (Curry) Chef (Commi),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.","Gurugram, Haryana", Bali's Bistro,16000.00,18000.00,11:00 AM - 11:00 PM,09:00 AM - 09:00 AM,true,BEGINNER,,false,2024-05-20 05:14:34.686,e31ca21f-3b52-438c-9467-d69646e77499,34a0efaa-c647-4ffa-80e5-da0e5736fc48
South Indian Chef (Commi),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.",Gurgaon, Kahna Rajwadi Thal ,20000.00,22000.00,12:00 PM - 10:00 PM,08:00 AM - 08:00 PM,true,BEGINNER,,false,2024-09-06 08:48:33.745,e32e4c97-b563-4d95-8634-bbbee2058365,73d55dac-466c-4d69-977b-010d623ecc2c
Italian Chef (DCDP / CDP),"- Prepare and cook Italian cuisine dishes, including pasta, risotto, and pizzas.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Italian kitchen section.
- Collaborate with other chefs for coordinated service.",Bengaluru,BroastKhan,18000.00,24000.00,12:00 AM - 12:00 PM, - ,true,GOOD,"Food
Accomodation",true,2024-12-09 08:45:07.065,e32fb9cd-231a-4c2b-b5c3-f58832e678dd,017f6e95-dd17-4382-b43b-674d2e0b1c54
Cashier,"- Handle cash transactions accurately and process payments. 
- Maintain an organized cash register and reconcile cash drawer. 
- Ensure proper billing and issue receipts. 
- Assist customers with any payment-related inquiries.",Bangalore,BroastKhan,15000.00,20000.00,12:00 PM - 12:00 PM, - ,true,GOOD,"Accomodation
Food",true,2024-12-05 16:53:32.621,e39f73cf-1f28-4541-bb42-c2b469bc22e4,017f6e95-dd17-4382-b43b-674d2e0b1c54
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.",Jabalpur, Coasters Cafe,22000.00,27000.00,11:00 AM - 11:00 PM,09:00 AM - 07:00 PM,true,BEGINNER,,false,2024-11-23 09:03:26.412,e3dc9de1-e397-4879-ac84-540143d89f94,d38eaee6-3044-4d21-ba93-32f35b471dae
Tandoor Chef (Commi),"- Prepare and cook tandoori dishes, including naan, kebabs, and grilled meats.
- Operate and maintain tandoor oven for optimal cooking.
- Maintain cleanliness and organization in the tandoor section.
- Collaborate with the kitchen team for efficient service.",Ahmedabad Thaltej,Bhookh Lagi Hai,20000.00,25000.00,11:00 AM - 11:00 PM,10:00 AM - 08:00 PM,true,BEGINNER,,true,2024-12-09 11:00:35.624,e4277b50-fc0f-4533-b9e0-5ca81da82092,597c769b-ed3a-4eb3-ba24-2ef497682e3a
Head Chef/Executive Chef,"- Develop menus and create new dishes, ensuring quality and innovation.
- Oversee kitchen operations, including food preparation, cooking, and plating.
- Train and lead kitchen staff, ensuring high culinary standards.
- Manage inventory, control costs, and maintain hygiene and safety standards.",Indore,Baba kulfi house ,25000.00,35000.00,11:00 AM - 12:00 AM, - ,true,BEGINNER,Breakfast lunch dinner accommodation,false,2024-04-16 08:14:32.524,e43422c2-f037-4371-8429-39773a57f2d6,d00d070b-4565-46c4-a85b-c7bf04399c77
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Palghar, Maharashtra",Breeze The Rooftop Cafe,18000.00,22000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,"2 Hours Break, Food, Tea, Accomodation, Uniform, Great Working Enviroment wherein you can learn and grow ",false,2024-05-11 11:20:12.621,e4b228f7-1df9-4613-9653-204be81112c4,fc249300-65d1-499c-b4bc-76430c776e99
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.",Ahmedabad,Roastea,17000.00,18000.00,12:00 PM - 11:00 PM,08:00 AM - 07:00 PM,true,BEGINNER,,false,2024-09-10 08:43:21.068,e4ca5407-f862-47bf-b4ce-ab5dd82c015a,97cf8b75-3748-4eec-bc02-6cff1b12d01a
South Indian Chef (Commi),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.",Ahmedabad,GiDiMA,14000.00,18000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,"There would be 3 hours break in between from 3 PM to 6 PM.
Food and Accommodation provided by Company",false,2025-02-07 08:32:36.074,e4ccadee-cb53-47fa-b77d-9041c0b0d585,156a6db4-389c-45e6-bb15-0a0dfbe2ec2a
Assistant Restaurant Manager / Assistant Outlet Manager,"- Support the manager in day-to-day operations and staff management. 
- Assist in inventory control and order supplies. 
- Ensure compliance with health and safety standards. 
- Handle customer feedback and resolve any issues.",Thane West - Ghodbunder Road (Wagbil),MajGhar - Thane,18000.00,22000.00,11:00 AM - 11:00 PM, - ,true,GOOD,"All day meals & Accommodation. 
Can be discussed. 
Weekly OFF",false,2024-03-28 12:11:26.07,e4e51d6a-1c3a-4e2a-bba0-7f7d5b7cd0ef,dbbecc0f-3853-450b-b9e8-dbad8e0c0e5d
Head Chef/Executive Chef,"- Develop menus and create new dishes, ensuring quality and innovation.
- Oversee kitchen operations, including food preparation, cooking, and plating.
- Train and lead kitchen staff, ensuring high culinary standards.
- Manage inventory, control costs, and maintain hygiene and safety standards.",Ahemdabad,Pink palette,30.00,45.00,11:00 AM - 03:00 PM, - ,true,GOOD,,false,2024-01-02 00:00:00.0,e530a0c6-6244-443c-ab06-994e91697763,e4414d0f-c374-409f-92d3-1b49b684be2b
HR Manager,"- Oversee recruitment, onboarding, and training of staff.
- Manage HR policies, payroll, and compliance.
- Drive employee engagement, performance, and retention.
- Handle staff grievances and conflict resolution.
- Support management with workforce planning and HR analytics.","Mahalaxmi, Mumbai",Masque,60000.00,80000.00,10:00 AM - 07:00 PM, - ,false,EXPERT,,true,2025-05-07 10:37:01.754,e542e847-dedf-4039-9980-d80d67c6b3f3,535d459f-5abc-4639-a6a6-9cc50e1b4938
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.","Khanpur, Ahmedabad",Hotel Centra,22000.00,25000.00, - ,10:00 AM - 8:00 PM,true,GOOD,,false,2024-01-28 00:00:00.0,e546d889-04be-41d4-aa20-93bce77a4fb4,60ea8741-32ab-4ac1-8911-37863952cd53
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.","Canal Road, Nadiad",Tomato's,30000.00,35000.00, - , - ,true,GOOD,Travel Allowance,false,2025-01-04 12:21:52.374,e629702b-0be2-4176-bb4b-97ca2339cc9d,b5712534-c78c-42a9-9f7e-ed4636ca0423
Pan-Asian Chef (DCDP / CDP),"- Prepare and cook a variety of pan-Asian cuisine dishes, including sushi, noodles, and stir-fries.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the pan-Asian kitchen section.
- Collaborate with the kitchen team for efficient service.","Koramangala, Bengaluru",Roastea,28000.00,30000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2024-03-12 00:00:00.0,e67c2285-277a-4dd6-b695-4e49799fddc3,97cf8b75-3748-4eec-bc02-6cff1b12d01a
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Mumbai, Maharashtra",The Nutcracker,16000.00,22000.00, - , - ,false,GOOD,Service Charge,true,2025-05-21 10:55:27.791,e6f5d568-c628-4b63-9e31-af732342c70a,46019804-9536-4faa-a4a5-6ffb7f4309a3
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.","Judges Bunglow, Ahmedabad",Oven Magick,12000.00,14000.00, - , - ,false,BEGINNER,,false,2024-06-06 10:07:54.953,e7422fec-61db-471b-b582-8938b50d1ee1,36e520b7-8f9d-4d46-8c8e-bfbce2958452
South Indian Chef (Commi),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.",Ahmedabad Gujarat,Zeus Burger,15000.00,25000.00,11:00 AM - 08:00 PM, - ,true,GOOD,"3 Time Meals 
Staff room ",false,2024-05-14 10:18:38.834,e746ef40-b85e-41a0-adac-f7df54c288a9,a5c1b340-10eb-45a1-a30b-7cac1ed015bc
Bakery & Pastry Chef (Commi),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.",Nadiad gujarat,Lotus Bistro Lounge,15000.00,30000.00,10:00 AM - 11:00 PM, - ,true,GOOD,,false,2024-07-12 12:10:05.752,e74949dd-383f-4e40-84a3-3d99ea67cb25,7230dd2f-d0f6-4ed0-8b95-c4d8b536da3f
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Rajpath Rangoli Road, Ahmedabad",Moti Mahal,14000.00,16000.00,11:00 AM - 11:00 PM,10:00 AM - 08:00 PM,false,BEGINNER,,false,2025-02-15 08:54:24.9,e7cedf5a-ff72-4607-a8cc-e56ef7f3e275,b7f4ca96-4565-4f19-991f-1962d4a4d00c
Line Cooks / Commi,"- Prepare and cook menu items according to established recipes and standards.
- Maintain cleanliness and organization in the kitchen area.
- Ensure food quality, taste, and presentation.
- Follow food safety and sanitation guidelines.",Indiranagar,Waah Chai,15000.00,16000.00,08:00 AM - 01:00 PM,08:00 AM - 07:00 PM,true,BEGINNER,,false,2024-10-19 13:24:46.494,e81fb045-7e29-4226-be93-5eb35d415adc,d428771e-01ef-4045-bd5c-9997964f8ac6
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.","phase 2, Chinchwad, Pune - 412005",Cafe Cilantro,12000.00,14000.00,11:00 AM - 11:00 PM,10:00 AM - 08:00 PM,true,BEGINNER,,true,2025-04-17 12:16:49.416,e82b8bfc-28b7-43ec-9bcb-cf7fd8d774af,ac622ad7-996a-43b4-a91c-01c150c84b99
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.","Indore, MP",Oliver Brown,12000.00,15000.00,11:00 AM - 08:00 PM,10:00 AM - 09:00 PM,true,BEGINNER,,false,2024-07-08 05:37:15.24,e8e64cea-20b6-4956-9ff9-6b5c6a7b6732,3bdeb8be-31cf-4ca1-88a7-37acfe639e44
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Chambenahalli, Bangalore",Niku's Andhra Kitchen,13000.00,15000.00, - , - ,true,BEGINNER,,false,2024-05-08 14:01:37.895,e98c0b2d-083b-4723-baaf-e6147d1310d2,d7c0516f-7b82-471e-b6b6-62efc431ca34
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.","Thaltej, Ahmedabad",FTV Café & Restro,18000.00,22000.00, - ,10:00 AM - 8:00 PM,true,GOOD,,false,2023-10-31 00:00:00.0,e9f4d68c-c0ef-4af7-ac9e-88df3254cc5d,10faf3fb-4089-45fd-96bd-9944883baee7
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Pune Viman Nagar,Teapost Apni Chai Ki dukan,11000.00,12000.00,02:00 PM - 11:00 PM, - ,false,BEGINNER,"Incentives, PF, ESIC and Gratuity",false,2023-09-13 00:00:00.0,ea3c7d32-8d9c-4ca3-8f08-ade55ba484a0,f00c9b95-9c5b-4f7b-a348-c1070a9a2675
Housekeeping,"- Maintain cleanliness and hygiene standards in the restaurant.
- Clean and sanitize dining areas, restrooms, and kitchen areas.
- Handle waste management and maintain supplies.
- Assist in maintaining overall facility appearance.
- Clean utensils and daily serviceware ","Ahmedabad, Gujarat",Dreams & Mocktails,10000.00,12000.00,03:00 PM - 12:00 AM, - ,true,BEGINNER,,false,2023-10-12 00:00:00.0,eadb6786-a775-4223-9713-0effd66cf83c,ce369cd2-545c-4604-807e-9ddaee0034bb
Housekeeping Guest Service Associate (GSA),"- Clean and sanitize guest rooms to meet high standards. 
- Replenish amenities, change linens, and make beds. 
- Ensure cleanliness and orderliness in public areas. 
- Report maintenance issues promptly. 
- Respond to guest requests promptly and maintain a guest-centric approach.",Panchgani,Hotel Malas,8000.00,12000.00,08:00 AM - 08:00 PM, - ,true,BEGINNER,Meals Provided,false,2024-04-16 08:18:51.497,eb1a6f40-9c74-417d-b54e-fc96e90cec2e,e5f78e76-3a03-4bdf-bc1a-010941eaa314
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.",Nadiad,Lotus Bistro Lounge,15000.00,20000.00,10:00 AM - 11:00 PM, - ,true,BEGINNER,"
",false,2024-04-01 14:34:26.341,eb1ffc5d-c312-4c0b-8ebb-b0f7c840878c,7230dd2f-d0f6-4ed0-8b95-c4d8b536da3f
Sushi chef ,"Excellent knife skills and proficiency in various sushi techniques, such as cutting, slicing, rolling, and shaping sushi.
Strong knowledge of different types of fish, seafood, and other sushi ingredients, including their characteristics and seasonality.
Ability to create visually appealing and well-presented sushi dishes that showcase creativity and attention to detail.
Effective time management skills to ensure timely food preparation and service.
Attention to detail and a commitment to maintaining high standards of quality and consistency in sushi preparation.
Ability to work well under pressure in a fast-paced kitchen environment.
Strong communication and interpersonal skills to interact with customers, kitchen staff, and management.
Knowledge of food safety and sanitation regulations, including proper handling and storage of raw fish and seafood.
Flexibility to work evenings, weekends, and holidays as required.",Ahmedabad Gujarat,Zeus Burger,18000.00,25000.00,11:00 AM - 09:00 PM, - ,true,GOOD,2 Meals a day ,false,2024-02-21 00:00:00.0,eb2b48c8-d32f-420c-b832-0f3039e10cd3,a5c1b340-10eb-45a1-a30b-7cac1ed015bc
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.","Fatehgunj, Vadodara",Rangoli Restaurants & Banquets,18000.00,20000.00, - , - ,true,BEGINNER,,true,2025-04-19 13:02:13.008,eb4c854e-a0c0-442e-a931-04fbfe7da61c,5bee25c6-e440-4ad7-981a-9cfa3a1e9b2a
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Thaltej, Ahmedabad",Bhookh Lagi Hai..?,12000.00,14000.00,11:00 AM - 11:00 PM,11:00 AM - 07:00 PM,true,BEGINNER,,false,2024-03-20 12:05:58.434,eb722bfb-4c34-43b0-bad4-ee73236264f7,c7108450-e9cf-4692-9213-86190b832b0e
South Indian Chef (Commi),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.",Bangalore,Andhra United kitchen,20000.00,25000.00,06:00 AM - 11:00 AM, - ,true,BEGINNER,,true,2025-02-25 14:30:43.857,eb938a35-f4f5-4bc0-8f53-118f844d899d,b782faaf-1bef-4483-8874-ab4cf3019dec
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Ahmedabad,Only Burgers,13000.00,16000.00,01:00 PM - 11:00 PM, - ,true,BEGINNER,,false,2024-03-18 06:29:13.722,ebd29673-e493-4349-96e8-13c750060857,c0791635-dee1-4949-bdfc-34e51ed4c5ab
Tandoor Chef (Commi),"- Prepare and cook tandoori dishes, including naan, kebabs, and grilled meats.
- Operate and maintain tandoor oven for optimal cooking.
- Maintain cleanliness and organization in the tandoor section.
- Collaborate with the kitchen team for efficient service.","sector 25,Gurugram",Pyaare Lal Amritsari,17000.00,22000.00, - , - ,true,BEGINNER,,true,2025-05-29 13:47:39.805,ec8284ef-80ad-41d8-a140-c72d276483e0,2ecc5c38-8a6e-42e9-8443-c4bb7f4f73db
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Vadodara, Alkapuri",The Cha Bar,12000.00,16000.00,03:00 PM - 03:00 AM, - ,false,BEGINNER,Food and breaks between shifts,false,2023-09-27 00:00:00.0,ed5bc024-346b-4cd1-bb02-d3a16dadb578,1049e9e4-88cf-4396-b54c-6fc1887607b4
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.","Infocity, Gandhinagar",Tomato's,30000.00,35000.00, - , - ,true,GOOD,,false,2025-01-04 12:20:41.198,ed7b820c-78d4-4649-a034-1cb75fde5088,b5712534-c78c-42a9-9f7e-ed4636ca0423
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.","Bandra West, Mumbai",Noa by Nutcracker,20000.00,22500.00, - , - ,false,GOOD,Service Charge,false,2024-05-27 13:30:38.433,ed82160c-cfdf-46cb-808e-f8ef509ae168,43d96f3a-ceba-49a3-95b9-e1fb63b9aed6
